"site_code","year","tag","date","field_team","unhealthy","cow","n_small_trees","n_medium_trees","n_small_dead","n_medium_dead","n_dead_down","n_standing_dead","site_notes","n_aspen_trees_surveyed","n_tree_species","plot_radius_m","plot_area_m2","n_adult_dead","n_adult_damaged","n_standing","n_fallen","n_standing_dead_full_survey","n_alive","dbh_center_live","dbh_mean_live","basal_area_live_m2","basal_area_density_live","plot_area_m2_derived","n_standing_in_previous_survey","n_still_standing_in_current_year","n","FRACTION_STANDING_AFTER_NUM_YEARS","pfailure","expected_fallen_dead","n_adult_dead_w_background_mortality_estimate","n_adult_dead_or_damaged","n_adult_dead_per_m2","n_adult_damaged_per_m2","n_adult_dead_or_damaged_per_m2","n_standing_dead_per_m2","n_adult_dead_w_background_mortality_estimate_per_m2","frac_adult_dead","frac_adult_damaged","frac_adult_dead_or_damaged","frac_standing_dead","frac_adult_dead_w_background_mortality_estimate","frac_adult_dead_per_m2","frac_adult_damaged_per_m2","frac_adult_dead_or_damaged_per_m2","frac_standing_dead_per_m2","frac_adult_dead_w_background_mortality_estimate_per_m2"
"SBLHG",2023,307,2023-07-13,"EC MB",1,1,7,8,3,1,9,1,"lots of down dead; very open",1,1,NA,NA,1,NA,1,0,0,1,25.8,NA,0.0522792433483878,NA,36.316811075498,11,11,3,NA,NA,0.466850165968275,1.46685016596827,NA,0.0275354572823348,NA,NA,0.0275354572823348,0.0403903900846052,0.0909090909090909,NA,NA,0.0909090909090909,0.133350015088025,0.00250322338930317,NA,NA,0.00250322338930317,0.00367185364405502
"SBUFN",2018,482,2018-07-27,NA,0,0,18,9,NA,NA,NA,0,NA,11,1,5.1,81.7128249198705,0,0,11,0,0,11,17.5,13.5181818181818,0.221161054229251,0.00270656478277586,81.7128249198705,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SBUFN",2020,482,2020-08-16,"Courtenay and Erin",0,0,48,15,3,1,2,0,"Focal tree dead. Put tag lower down on the trunk. Lots of downed trees in the area.",14,1,7.5,176.714586764426,3,5,11,3,0,11,NA,12.6363636363636,0.196618147021244,0.00111263111111111,176.714586764426,11,8,2,0.727272727272727,0.147197989525015,0.313477534090597,3,8,0.0169765272631355,0.0282942121052258,0.0452707393683613,0,0.0169765272631355,0.214285714285714,0.357142857142857,0.571428571428571,0,0.214285714285714,0.00121260909022396,0.00202101515037327,0.00323362424059724,0,0.00121260909022396
"SBUFN",2023,482,2023-07-03,"EC, VM",0,0,17,11,2,5,2,2,"lots of regen! Big ant next",1,1,NA,NA,2,NA,0,1,0,0,NA,NA,NA,NA,81.7128249198705,11,13,3,NA,NA,0.466850165968275,2.46685016596827,NA,0.0244759620287421,NA,NA,0.0244759620287421,0.0301892654964178,0.181818181818182,NA,NA,0.181818181818182,0.224259105997116,0.00222508745715837,NA,NA,0.00222508745715837,0.00274447868149253
"SCGN",2018,73,2018-06-27,NA,NA,NA,10,2,NA,NA,NA,1,NA,11,1,6.6,136.847775990371,1,0,11,0,1,10,35,22.05,0.457459087261661,0.00334283172635445,136.847775990371,NA,NA,NA,NA,NA,NA,1,1,0.00730738948998601,0,0.00730738948998601,0.00730738948998601,0.00730738948998601,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.000664308135453274,0,0.000664308135453274,0.00730738948998601,0.000664308135453274
"SDIP",2018,235,2018-07-08,NA,0,0,2,0,NA,NA,NA,1,NA,11,1,5.2,84.948665353068,1,1,11,0,1,10,22.6,21.81,0.392630752058509,0.00462197670118343,84.948665353068,NA,NA,NA,NA,NA,NA,1,2,0.0117718153174479,0.0117718153174479,0.0235436306348958,0.0117718153174479,0.0117718153174479,0.0909090909090909,0.0909090909090909,0.181818181818182,1,0.0909090909090909,0.0010701650288589,0.0010701650288589,0.0021403300577178,0.0117718153174479,0.0010701650288589
"SDIP",2023,235,2023-07-10,"HL, VM",0,0,0,0,0,0,1,0,NA,1,1,NA,NA,0,NA,1,0,0,1,22.8,NA,0.040828138126053,NA,84.948665353068,11,11,5,NA,NA,0.767023423802733,0.767023423802733,NA,0,NA,NA,0,0.00902925808916233,0,NA,NA,0,0.0697294021638848,0,NA,NA,0,0.000820841644469302
"SGBTF01",2018,310,2018-07-14,NA,1,0,3,1,NA,NA,NA,2,"All on talus",9,1,5.7,102.070345315132,2,1,9,0,2,7,19.4,11.6714285714286,0.10787679393713,0.00105688673437981,102.070345315132,NA,NA,NA,NA,NA,NA,2,3,0.0195943297127603,0.00979716485638014,0.0293914945691404,0.0195943297127603,0.0195943297127603,0.222222222222222,0.111111111111111,0.333333333333333,2,0.222222222222222,0.00217714774586225,0.00108857387293113,0.00326572161879338,0.0195943297127603,0.00217714774586225
"SGBTF01",2020,310,2020-07-13,"Gavin, Courtenay, Aiden",1,0,5,3,4,0,5,3,"all on talus",11,1,5.8,105.683176866761,3,1,11,0,3,8,19.6,9.1625,0.0656962001737064,0.000621633472057075,105.683176866761,9,9,2,1,0,0.256481618801398,3,4,0.0283867318237625,0.00946224394125418,0.0378489757650167,0.0283867318237625,0.0283867318237625,0.272727272727273,0.0909090909090909,0.363636363636364,3,0.272727272727273,0.00258061198397841,0.000860203994659471,0.00344081597863788,0.0283867318237625,0.00258061198397841
"SGBTF01",2023,310,2023-07-13,"EC MB",1,0,3,4,1,0,3,4,"lovely! Talus. There is a large fir unmeasured?",12,1,5.8,105.683176866761,4,2,12,0,4,8,20.1,9.5375,0.0703661776532676,0.000665821938168847,105.683176866761,11,11,3,1,0,0.466850165968275,4,6,0.0378489757650167,0.0189244878825084,0.0567734636475251,0.0378489757650167,0.0378489757650167,0.333333333333333,0.166666666666667,0.5,4,0.333333333333333,0.00315408131375139,0.0015770406568757,0.00473112197062709,0.0378489757650167,0.00315408131375139
"SGDV",2018,209,2018-07-03,NA,NA,NA,2,0,NA,NA,NA,0,NA,10,1,3.4,36.316811075498,0,1,9,0,0,10,25.1,25.13,0.555428083367532,0.0152939662629758,36.316811075498,NA,NA,NA,NA,NA,NA,0,1,0,0.0275354572823348,0.0275354572823348,0,0,0,0.1,0.1,0,0,0,0.00275354572823348,0.00275354572823348,0,0
"SGDV",2023,209,2023-07-17,"VM, MB",0,0,1,0,1,0,4,3,NA,1,1,NA,NA,3,NA,1,0,0,1,29,NA,0.0660519855417254,NA,36.316811075498,9,9,5,NA,NA,0.627564619474963,3.62756461947496,NA,0.0826063718470045,NA,NA,0.0826063718470045,0.0998866506184621,0.272727272727273,NA,NA,0.272727272727273,0.329778601770451,0.0075096701679095,NA,NA,0.0075096701679095,0.00908060460167837
"SGYC",2018,186,2018-07-03,NA,NA,NA,2,1,NA,NA,NA,0,NA,11,1,9.8,301.718558450764,0,0,11,0,0,11,40.3,28.5727272727273,0.877884294924642,0.0029096131820075,301.718558450764,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SGYC",2023,186,2023-07-18,"HL, VM",0,0,8,0,0,0,3,0,NA,1,1,NA,NA,0,NA,1,0,0,1,41.5,NA,0.135265198691126,NA,301.718558450764,11,11,5,NA,NA,0.767023423802733,0.767023423802733,NA,0,NA,NA,0,0.00254218178603654,0,NA,NA,0,0.0697294021638848,0,NA,NA,0,0.000231107435094231
"SIZB",2018,37,2018-06-25,NA,NA,NA,0,0,NA,NA,NA,0,NA,11,1,4.3,58.0880481648753,0,0,11,0,0,11,32.2,29.1727272727273,0.766627932690413,0.0131976879394267,58.0880481648753,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SJCTK",2018,369,2018-07-19,NA,NA,NA,0,0,NA,NA,NA,1,NA,11,1,4.7,69.3977817177985,2,1,11,0,1,10,26.8,22.4777777777778,0.385070509337645,0.00554874377546401,69.3977817177985,NA,NA,NA,NA,NA,NA,2,3,0.0288193649781612,0.0144096824890806,0.0432290474672418,0.0144096824890806,0.0288193649781612,0.181818181818182,0.0909090909090909,0.272727272727273,1,0.181818181818182,0.00261994227074193,0.00130997113537096,0.00392991340611289,0.0144096824890806,0.00261994227074193
"SJCTK",2020,369,2020-08-07,"Gavin and Aidan",0,0,0,0,0,0,0,1,NA,11,1,5.2,84.948665353068,2,1,11,0,1,10,26.5,23.1888888888889,0.404053582946961,0.00475644415680473,84.948665353068,11,11,2,1,0,0.313477534090597,2,3,0.0235436306348958,0.0117718153174479,0.0353154459523436,0.0117718153174479,0.0235436306348958,0.181818181818182,0.0909090909090909,0.272727272727273,1,0.181818181818182,0.0021403300577178,0.0010701650288589,0.00321049508657669,0.0117718153174479,0.0021403300577178
"SJCTK",2023,369,2023-07-19,"MB, VM",0,0,0,0,0,0,0,1,"some trees have bubbles?",1,1,NA,NA,1,NA,1,0,0,1,27.5,NA,0.059395736106932,NA,69.3977817177985,11,11,3,NA,NA,0.466850165968275,1.46685016596827,NA,0.0144096824890806,NA,NA,0.0144096824890806,0.021136845150658,0.0909090909090909,NA,NA,0.0909090909090909,0.133350015088025,0.00130997113537096,NA,NA,0.00130997113537096,0.00192153137733255
"SJTZA",2018,380,2018-07-20,NA,NA,1,1,0,NA,NA,NA,1,"Big cow wallow",11,1,4.8,72.3822947387088,1,1,11,0,1,10,33,27.27,0.597651088631779,0.00825686848958333,72.3822947387088,NA,NA,NA,NA,NA,NA,1,2,0.0138155332545048,0.0138155332545048,0.0276310665090096,0.0138155332545048,0.0138155332545048,0.0909090909090909,0.0909090909090909,0.181818181818182,1,0.0909090909090909,0.00125595756859135,0.00125595756859135,0.00251191513718269,0.0138155332545048,0.00125595756859135
"SJTZA",2020,380,2020-07-10,"Gavin, Courtenay, Aiden",0,1,4,0,NA,NA,0,0,"Big Cow Wallow",12,1,5,78.5398163397448,1,2,11,1,0,11,33.1,27.2545454545455,0.655820032807484,0.00835016,78.5398163397448,11,10,2,0.909090909090909,0.0465361826677765,0.313477534090597,1,3,0.0127323954473516,0.0254647908947033,0.0381971863420549,0,0.0127323954473516,0.0833333333333333,0.166666666666667,0.25,0,0.0833333333333333,0.00106103295394597,0.00212206590789194,0.00318309886183791,0,0.00106103295394597
"SLXGA",2018,476,2018-07-26,NA,0,0,0,0,NA,NA,NA,0,NA,11,1,6.6,136.847775990371,0,0,11,0,0,11,28.8,21.6545454545455,0.502149028157139,0.00366939853076217,136.847775990371,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLXGA",2020,476,2020-07-22,"Gavin + Ben",0,0,0,0,0,0,0,0,NA,11,1,6.8,145.267244301992,0,0,11,0,0,11,26.3,21.8909090909091,0.508512324076985,0.00350052984429066,145.267244301992,11,11,2,1,0,0.313477534090597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLXGA",2023,476,2023-07-24,"HL, BW",0,0,0,0,0,0,0,0,"dendro site splitting lengthwise, slight discoloration around split",1,1,NA,NA,0,NA,1,0,0,1,26.5,NA,0.0551545860245858,NA,136.847775990371,11,11,3,NA,NA,0.466850165968275,0.466850165968275,NA,0,NA,NA,0,0.0034114559961948,0,NA,NA,0,0.0424409241789341,0,NA,NA,0,0.000310132363290436
"SMPAT",2018,344,2018-07-18,NA,NA,NA,0,0,NA,NA,NA,0,NA,11,1,3.8,45.3645979178366,0,0,11,0,0,11,22.2,9.73636363636364,0.0977875691301261,0.00215559210526316,45.3645979178366,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMPAT",2020,344,2020-07-31,"BB and Gavin",0,1,0,0,1,1,0,0,"many downed; fresh canopy leaves",11,1,4.1,52.8101725068444,0,2,11,0,0,11,22.4,10,0.102463044396831,0.00194021415823914,52.8101725068444,11,11,2,1,0,0.313477534090597,0,2,0,0.0378714915150257,0.0378714915150257,0,0,0,0.181818181818182,0.181818181818182,0,0,0,0.00344286286500233,0.00344286286500233,0,0
"SMPAT",2023,344,2023-07-28,"HL, VM",0,0,0,0,1,0,0,0,NA,1,1,NA,NA,0,NA,1,0,0,1,23.6,NA,0.0437435361085843,NA,45.3645979178366,11,11,3,NA,NA,0.466850165968275,0.466850165968275,NA,0,NA,NA,0,0.0102910680882441,0,NA,NA,0,0.0424409241789341,0,NA,NA,0,0.000935551644385831
"SNOUM",2018,458,2018-07-24,NA,0,0,0,0,NA,NA,NA,1,NA,11,1,3.8,45.3645979178366,1,2,11,0,1,10,22.6,18.52,0.314156123766326,0.00692513850415512,45.3645979178366,NA,NA,NA,NA,NA,NA,1,3,0.0220436209268553,0.0440872418537106,0.0661308627805659,0.0220436209268553,0.0220436209268553,0.0909090909090909,0.181818181818182,0.272727272727273,1,0.0909090909090909,0.00200396553880503,0.00400793107761006,0.00601189661641508,0.0220436209268553,0.00200396553880503
"SNOUM",2020,458,2020-08-12,"Gavin and Erin",0,1,0,0,0,0,1,1,"leafhoppers",11,1,3.8,45.3645979178366,1,2,11,0,1,10,23,18.69,0.319329541468625,0.00703917936288089,45.3645979178366,11,11,2,1,0,0.313477534090597,1,3,0.0220436209268553,0.0440872418537106,0.0661308627805659,0.0220436209268553,0.0220436209268553,0.0909090909090909,0.181818181818182,0.272727272727273,1,0.0909090909090909,0.00200396553880503,0.00400793107761006,0.00601189661641508,0.0220436209268553,0.00200396553880503
"SNOUM",2023,458,2023-06-29,"EC, CP",0,1,3,0,1,0,1,1,NA,11,1,3.8,45.3645979178366,1,2,11,0,1,10,23.4,19.59,0.34593411885555,0.00762564058171745,45.3645979178366,11,11,3,1,0,0.466850165968275,1,3,0.0220436209268553,0.0440872418537106,0.0661308627805659,0.0220436209268553,0.0220436209268553,0.0909090909090909,0.181818181818182,0.272727272727273,1,0.0909090909090909,0.00200396553880503,0.00400793107761006,0.00601189661641508,0.0220436209268553,0.00200396553880503
"SQFKW",2018,303,2018-07-14,NA,NA,NA,2,0,NA,NA,NA,0,NA,11,1,5.7,102.070345315132,1,1,11,0,0,11,28.4,21.52,0.401329036718135,0.00393188673437981,102.070345315132,NA,NA,NA,NA,NA,NA,1,2,0.00979716485638014,0.00979716485638014,0.0195943297127603,0,0.00979716485638014,0.0909090909090909,0.0909090909090909,0.181818181818182,0,0.0909090909090909,0.000890651350580013,0.000890651350580013,0.00178130270116003,0,0.000890651350580013
"SQFKW",2020,303,2020-07-13,"Gavin, Courtenay, Aiden",0,1,0,0,0,0,6,1,NA,14,1,5.5,95.0331777710912,2,0,14,0,1,13,28.6,18.1666666666667,0.381098750825344,0.0040101652892562,95.0331777710912,11,11,2,1,0,0.313477534090597,2,2,0.0210452817311597,0,0.0210452817311597,0.0105226408655799,0.0210452817311597,0.142857142857143,0,0.142857142857143,1,0.142857142857143,0.00150323440936855,0,0.00150323440936855,0.0105226408655799,0.00150323440936855
"SQFKW",2023,303,2023-07-13,"EC MB",1,0,6,1,0,0,5,3,NA,1,1,NA,NA,3,NA,0,1,0,0,NA,NA,NA,NA,102.070345315132,14,13,3,NA,NA,0.594172938505077,3.59417293850508,NA,0.0293914945691404,NA,NA,0.0293914945691404,0.0352127048008745,0.272727272727273,NA,NA,0.272727272727273,0.326742994409552,0.00267195405174004,NA,NA,0.00267195405174004,0.00320115498189768
"STYW",2018,142,2018-07-02,NA,NA,NA,6,2,NA,NA,NA,0,NA,11,1,6.85,147.411381288067,0,0,11,0,0,11,25.4,23.3181818181818,0.504107025778489,0.00341972934093452,147.411381288067,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STYW",2023,142,2023-07-18,"HL, VM",0,0,0,6,0,0,2,0,NA,1,1,NA,NA,0,NA,1,0,0,1,25.6,NA,0.0514718540364152,NA,147.411381288067,11,11,5,NA,NA,0.767023423802733,0.767023423802733,NA,0,NA,NA,0,0.00520328496416323,0,NA,NA,0,0.0697294021638848,0,NA,NA,0,0.000473025905833021
"SWJFH",2018,484,2018-07-27,NA,0,0,12,10,NA,NA,NA,1,NA,11,1,6.4,128.679635091038,1,0,11,0,1,10,17.8,12.57,0.155644710234963,0.00120955200195312,128.679635091038,NA,NA,NA,NA,NA,NA,1,1,0.00777123745565895,0,0.00777123745565895,0.00777123745565895,0.00777123745565895,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.000706476132332632,0,0.000706476132332632,0.00777123745565895,0.000706476132332632
"SWJFH",2020,484,2020-08-16,"Courtenay and Erin",0,0,11,10,3,3,2,1,NA,11,1,6.2,120.762821603992,1,2,11,0,1,10,18.3,14.31,0.189696433007222,0.00157081815816857,120.762821603992,11,11,2,1,0,0.313477534090597,1,3,0.0082806942295471,0.0165613884590942,0.0248420826886413,0.0082806942295471,0.0082806942295471,0.0909090909090909,0.181818181818182,0.272727272727273,1,0.0909090909090909,0.000752790384504282,0.00150558076900856,0.00225837115351285,0.0082806942295471,0.000752790384504282
"SWJFH",2023,484,2023-07-03,"EC, VM",0,0,3,5,3,0,1,2,"lots of regen!",1,1,NA,NA,2,NA,1,0,0,1,19.3,NA,0.0292552961883916,NA,128.679635091038,11,11,3,NA,NA,0.466850165968275,2.46685016596827,NA,0.0155424749113179,NA,NA,0.0155424749113179,0.0191704784072712,0.181818181818182,NA,NA,0.181818181818182,0.224259105997116,0.00141295226466526,NA,NA,0.00141295226466526,0.00174277076429738
"SWVK",2018,5,2018-06-22,NA,NA,NA,1,0,NA,NA,NA,3,NA,11,1,5.5,95.0331777710912,3,0,11,0,3,8,32,28.05,0.515901349998228,0.00542864462809917,95.0331777710912,NA,NA,NA,NA,NA,NA,3,3,0.0315679225967396,0,0.0315679225967396,0.0315679225967396,0.0315679225967396,0.272727272727273,0,0.272727272727273,3,0.272727272727273,0.00286981114515814,0,0.00286981114515814,0.0315679225967396,0.00286981114515814
"SWVK",2023,5,2023-06-28,"EC CP",1,0,1,1,0,0,6,2,"deep understory in whole grid",1,1,NA,NA,2,NA,1,0,0,1,33.4,NA,0.0876158775159657,NA,95.0331777710912,11,11,5,NA,NA,0.767023423802733,2.76702342380273,NA,0.0210452817311597,NA,NA,0.0210452817311597,0.0291163937553233,0.181818181818182,NA,NA,0.181818181818182,0.251547583982067,0.00191320743010543,NA,NA,0.00191320743010543,0.00264694488684758
"SYCQ",2018,194,2018-07-03,NA,NA,NA,5,1,NA,NA,NA,1,NA,11,1,3.8,45.3645979178366,1,1,11,0,1,10,32.7,23.69,0.469650037553916,0.0103527873961219,45.3645979178366,NA,NA,NA,NA,NA,NA,1,2,0.0220436209268553,0.0220436209268553,0.0440872418537106,0.0220436209268553,0.0220436209268553,0.0909090909090909,0.0909090909090909,0.181818181818182,1,0.0909090909090909,0.00200396553880503,0.00200396553880503,0.00400793107761006,0.0220436209268553,0.00200396553880503
"SYCQ",2023,194,2023-07-17,"VM, MB",0,0,4,5,1,0,3,1,"some flaky bark",1,1,NA,NA,1,NA,1,0,0,1,35.2,NA,0.0973139740375975,NA,45.3645979178366,11,11,5,NA,NA,0.767023423802733,1.76702342380273,NA,0.0220436209268553,NA,NA,0.0220436209268553,0.0389515945231814,0.0909090909090909,NA,NA,0.0909090909090909,0.160638493072976,0.00200396553880503,NA,NA,0.00200396553880503,0.00354105404756195
"SYID",2018,47,2018-06-25,NA,NA,NA,2,0,NA,NA,NA,2,NA,11,1,4.1,52.8101725068444,2,0,11,0,2,9,14.2,14.5555555555556,0.193231510140674,0.00365898274836407,52.8101725068444,NA,NA,NA,NA,NA,NA,2,2,0.0378714915150257,0,0.0378714915150257,0.0378714915150257,0.0378714915150257,0.181818181818182,0,0.181818181818182,2,0.181818181818182,0.00344286286500233,0,0.00344286286500233,0.0378714915150257,0.00344286286500233
"SZEE",2018,250,2018-07-08,NA,0,0,2,0,NA,NA,NA,1,NA,11,1,4.2,55.4176944093239,2,0,11,0,1,10,24.7,24.9111111111111,0.443798657005689,0.00800824829931973,55.4176944093239,NA,NA,NA,NA,NA,NA,2,2,0.0360895562566656,0,0.0360895562566656,0.0180447781283328,0.0360895562566656,0.181818181818182,0,0.181818181818182,1,0.181818181818182,0.00328086875060596,0,0.00328086875060596,0.0180447781283328,0.00328086875060596
"SZEE",2023,250,2023-07-10,"HL, VM",0,0,2,0,8,0,3,1,NA,1,1,NA,NA,1,NA,1,0,0,1,26.3,NA,0.0543252055640381,NA,55.4176944093239,11,11,5,NA,NA,0.767023423802733,1.76702342380273,NA,0.0180447781283328,NA,NA,0.0180447781283328,0.0318855456300873,0.0909090909090909,NA,NA,0.0909090909090909,0.160638493072976,0.00164043437530298,NA,NA,0.00164043437530298,0.00289868596637157
"TAWMO",2018,299,2018-07-13,NA,NA,NA,1,0,NA,NA,NA,2,NA,11,1,4.3,58.0880481648753,4,1,11,0,2,9,27.5,25.9,0.407902033947609,0.00702213358572201,58.0880481648753,NA,NA,NA,NA,NA,NA,4,5,0.0688609813269423,0.0172152453317356,0.0860762266586779,0.0344304906634711,0.0688609813269423,0.363636363636364,0.0909090909090909,0.454545454545455,2,0.363636363636364,0.00626008921154021,0.00156502230288505,0.00782511151442526,0.0344304906634711,0.00626008921154021
"TAWMO",2020,299,2020-08-11,"Gavin and Erin",0,1,4,0,0,0,6,1,NA,11,1,4.4,60.8212337734984,4,4,10,1,1,9,27.7,26.2714285714286,0.418674555156768,0.00688369059917355,60.8212337734984,11,10,2,0.909090909090909,0.0465361826677765,0.313477534090597,4,8,0.0657665054098741,0.0657665054098741,0.131533010819748,0.0164416263524685,0.0657665054098741,0.363636363636364,0.363636363636364,0.727272727272727,1,0.363636363636364,0.00597877321907946,0.00597877321907946,0.0119575464381589,0.0164416263524685,0.00597877321907946
"TAWMO",2023,299,2023-08-17,"BB, CR",0,1,3,0,1,0,7,2,NA,12,1,4.8,72.3822947387088,4,2,11,1,1,10,28.3,27.0375,0.500470632281959,0.00691426866319444,72.3822947387088,10,10,3,1,0,0.424409241789341,4,6,0.0552621330180192,0.0276310665090096,0.0828931995270288,0.0276310665090096,0.0552621330180192,0.333333333333333,0.166666666666667,0.5,2,0.333333333333333,0.0046051777515016,0.0023025888757508,0.0069077666272524,0.0276310665090096,0.0046051777515016
"TCRUF",2018,362,2018-07-19,NA,NA,NA,3,0,NA,NA,NA,0,"In a snowbed patch? very low surface vegetation",11,1,3.6,40.7150407905237,0,1,11,0,0,11,23.5,17.8636363636364,0.329293102569485,0.00808775077160494,40.7150407905237,NA,NA,NA,NA,NA,NA,0,1,0,0.0245609480080085,0.0245609480080085,0,0,0,0.0909090909090909,0.0909090909090909,0,0,0,0.0022328134552735,0.0022328134552735,0,0
"TCRUF",2020,362,2020-08-03,"Gavin and Aidan",0,0,0,0,0,0,2,0,NA,11,1,3.7,43.0084034276443,0,0,11,0,0,11,23.8,17.84,0.300898602768177,0.00699627465303141,43.0084034276443,11,11,2,1,0,0.313477534090597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCRUF",2023,362,2023-08-18,"BB, EH, KP",0,0,0,0,0,0,3,1,NA,11,1,3.7,43.0084034276443,0,2,11,0,0,11,24.9,18.4272727272727,0.343714583645789,0.00799180058436815,43.0084034276443,11,11,3,1,0,0.466850165968275,0,2,0,0.0465025399830227,0.0465025399830227,0.0232512699915114,0,0,0.181818181818182,0.181818181818182,1,0,0,0.00422750363482025,0.00422750363482025,0.0232512699915114,0
"TDMF",2018,94,2018-06-28,NA,NA,NA,14,5,NA,NA,NA,0,NA,11,1,7.1,158.367685667461,1,0,11,0,0,11,8.3,21.28,0.398759213927499,0.00251793294981155,158.367685667461,NA,NA,NA,NA,NA,NA,1,1,0.00631441948390777,0,0.00631441948390777,0,0.00631441948390777,0.0909090909090909,0,0.0909090909090909,0,0.0909090909090909,0.000574038134900706,0,0.000574038134900706,0,0.000574038134900706
"TDMF",2023,94,2023-07-14,"MB HL",0,0,20,8,2,3,1,1,"none",1,1,NA,NA,1,NA,1,0,0,1,9.5,NA,0.00708821842466197,NA,158.367685667461,11,11,5,NA,NA,0.767023423802733,1.76702342380273,NA,0.00631441948390777,NA,NA,0.00631441948390777,0.0111577271357814,0.0909090909090909,NA,NA,0.0909090909090909,0.160638493072976,0.000574038134900706,NA,NA,0.000574038134900706,0.00101433883052558
"TEWA",2018,249,2018-07-08,NA,0,0,0,0,NA,NA,NA,1,NA,11,1,6,113.097335529233,1,0,11,0,1,10,21.9,27.52,0.600267249914055,0.00530752777777778,113.097335529233,NA,NA,NA,NA,NA,NA,1,1,0.00884194128288308,0,0.00884194128288308,0.00884194128288308,0.00884194128288308,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.000803812843898461,0,0.000803812843898461,0.00884194128288308,0.000803812843898461
"TEWA",2023,249,2023-07-10,"HL, VM",0,0,0,0,0,0,2,1,NA,1,1,NA,NA,1,NA,1,0,0,1,23.1,NA,0.0419096313970512,NA,113.097335529233,11,11,5,NA,NA,0.767023423802733,1.76702342380273,NA,0.00884194128288308,NA,NA,0.00884194128288308,0.0156239173587428,0.0909090909090909,NA,NA,0.0909090909090909,0.160638493072976,0.000803812843898461,NA,NA,0.000803812843898461,0.00142035612352207
"TFBM",2018,193,2018-07-03,NA,NA,NA,3,1,NA,NA,NA,1,NA,11,1,7.3,167.4154725098,1,2,11,0,1,10,23.8,21.9,0.452829950486596,0.00270482735972978,167.4154725098,NA,NA,NA,NA,NA,NA,1,3,0.00597316356133966,0.0119463271226793,0.017919490684019,0.00597316356133966,0.00597316356133966,0.0909090909090909,0.181818181818182,0.272727272727273,1,0.0909090909090909,0.000543014869212697,0.00108602973842539,0.00162904460763809,0.00597316356133966,0.000543014869212697
"TFBM",2023,193,2023-07-18,"HL, VM",0,0,1,2,0,0,2,2,NA,1,1,NA,NA,2,NA,0,1,0,0,NA,NA,NA,NA,167.4154725098,11,10,5,NA,NA,0.767023423802733,2.76702342380273,NA,0.0119463271226793,NA,NA,0.0119463271226793,0.0165278834884318,0.181818181818182,NA,NA,0.181818181818182,0.251547583982067,0.00108602973842539,NA,NA,0.00108602973842539,0.00150253486258471
"TFOM",2018,11,2018-06-22,NA,NA,NA,7,0,NA,NA,NA,1,NA,11,1,7.2,162.860163162095,1,2,11,0,1,10,27.9,20.93,0.376658895007658,0.00231277488425926,162.860163162095,NA,NA,NA,NA,NA,NA,1,3,0.00614023700200213,0.0122804740040043,0.0184207110060064,0.00614023700200213,0.00614023700200213,0.0909090909090909,0.181818181818182,0.272727272727273,1,0.0909090909090909,0.000558203363818376,0.00111640672763675,0.00167461009145513,0.00614023700200213,0.000558203363818376
"TFOM",2023,11,2023-06-28,"EC CP",0,1,11,0,2,0,2,0,NA,1,1,NA,NA,0,NA,1,0,0,1,28.5,NA,0.0637939658219577,NA,162.860163162095,11,11,5,NA,NA,0.767023423802733,0.767023423802733,NA,0,NA,NA,0,0.0047097056082359,0,NA,NA,0,0.0697294021638848,0,NA,NA,0,0.000428155055294173
"THWY",2018,151,2018-07-02,NA,NA,NA,1,2,NA,NA,NA,0,NA,11,1,8.5,226.980069221863,0,0,11,0,0,11,9.1,19.4727272727273,0.42270443313316,0.00186229757785467,226.980069221863,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THWY",2023,151,2023-07-17,"VM, MB",0,0,0,2,0,0,0,1,NA,1,1,NA,NA,1,NA,1,0,0,1,8.5,NA,0.00567450173054656,NA,226.980069221863,11,11,5,NA,NA,0.767023423802733,1.76702342380273,NA,0.00440567316517357,NA,NA,0.00440567316517357,0.00778492768048083,0.0909090909090909,NA,NA,0.0909090909090909,0.160638493072976,0.000400515742288507,NA,NA,0.000400515742288507,0.00070772069822553
